price,retail_price,currency_buyer,units_sold,uses_ad_boosts,rating,rating_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,tags,product_color,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,has_urgency_banner,urgency_text,origin_country,merchant_title,merchant_name,merchant_info_subtitle,merchant_rating_count,merchant_rating,merchant_id,merchant_has_profile_picture,merchant_profile_picture,theme,crawl_month,id
11.0,26,EUR,100,1,5.0,1,0,0,0,0,"Summer,elastic waist,Yoga,pants,Shorts,Beach,buttlifting,Short pants,sportshort,yogashort,plussizepant,Athletics,Women's Fashion,leggingspant,pantsplussize,croppedpant,athleticshort,Fashion,Casual,Sport,Women",black,S,15,Livraison standard,3,0,80,50,1.0,Quantité limitée !,CN,Newgate,newgate,"89 % avis positifs (8,685 notes)",8685,4.140702360391479,58b569edfc743d5072bcd4d9,0,,summer,2020-08,916
5.71,5,EUR,1000,0,4.0,678,0,0,0,0,"Summer,Vest,Fashion,Tank,Shirt,backless top,summer shirt,topsamptshirt,tank top,Ladies,Sleeveless Shirt,backless,V-neck,solid color,sexy,summervest,Tops,Women Fashion,Ladies Fashion",black,XXS,19,Livraison standard,2,0,43,50,,,CN,sjhdstoer,sjhdstoer,"85 % avis positifs (80,093 notes)",80093,4.006692220293909,583138b06339b410ab9663ec,0,,summer,2020-08,13
1.91,2,EUR,10000,0,4.0,697,0,0,0,0,"Summer,Vest,Fashion,camisole,tunic top,Pleated,womens top,V-neck,Ladies,Women's Fashion,sleeveless tops,loose t-shirt,tunic,summer tops,Women,blouse,Tank,Ladies Fashion,Tops,Tops & T-Shirts,women tank top,pleatedtop,Casual Tops,Cotton,sleeveless",blue,XS,2,Livraison standard,1,0,22,50,,,CN,chenhai1028,chenhai1028,"87 % avis positifs (2,399 notes)",2399,4.105460608586911,5939085087117919c6f12a77,0,,summer,2020-08,1448
8.0,10,EUR,100,0,4.0,58,0,0,0,0,"Summer,Sling,Dresses,Dress,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,women dress,Floral,sleeveless,Women,loose dress,Pleated,casual dress",white & green,XS,3,Livraison standard,2,0,23,50,,,CN,liliangyu151800,liliangyu151800,86 % avis positifs (123 notes),123,4.0406504065040645,5eba4bab58ed6ba265685ba1,0,,summer,2020-08,1498
11.0,85,EUR,50,1,4.0,7,0,0,0,0,"Fashion,Yoga,sexy Women's Fashion,Sleeve,Suits,short sleeves,Two piece set,T Shirts,Shorts,gymwear,Casual T-Shirt,Printed T Shirts,Clothes,Casual,Sports Wear,printed",white,XS,8,Livraison standard,3,0,36,50,1.0,Quantité limitée !,CN,zhanghongxue,zhanghongxue,75 % avis positifs (21 notes),21,3.7142857142857135,5e732ba4dc0ec3709851e0f7,0,,summer,2020-08,970
8.0,7,EUR,10000,0,4.0,2520,0,0,0,0,"Summer,Fashion,tunic,Ladies Fashion,asymmetric,Tops,tank top,Women's Fashion,Music,Ladies,Tank,Printed T Shirts,Women",orange,M,50,Livraison standard,3,0,14,50,1.0,Quantité limitée !,CN,WDHDAGE,wdhdage,"82 % avis positifs (8,821 notes)",8821,3.8720099761931763,5aa1f31308a2240a052e9a1a,0,,summer,2020-08,1316
7.0,6,EUR,10000,0,4.0,3079,1,0,1,0,"Splicing,Shorts,high waist,drawstringshort,Summer,pants,Short pants,camouflage,t,womens clothes,trousersforwomen,trousers,printed,shortsforwomen,Casual,Waist",camouflage,M,41,Livraison standard,2,0,37,50,,,CN,A small twist of sweet fruit,asmalltwistofsweetfruit,"92 % avis positifs (9,661 notes)",9661,4.293240865334853,58b81d56e3f66d59b36812ac,0,,summer,2020-08,416
5.0,9,EUR,100,0,4.0,13,0,0,0,0,"Plus Size,dandelionfloralprinted,Shirt,Sleeve,boho,graphic tee,Tee Shirt,short sleeves,yoga top,Casual,Cool T-Shirts,Women's Fashion,Shorts,Print,Casual Tops,short sleeve shirt,Yoga,Fashion,Tops,T Shirts,Women",black,XS,20,Livraison standard,2,0,43,50,,,CN,juybsabar,juybsabar,"82 % avis positifs (26,018 notes)",26018,3.8914213236989776,583155a70d446310bcfe9f52,0,,summer,2020-08,116
7.0,13,EUR,10000,0,3.0,567,0,0,0,0,"blouse,Summer,Plus Size,Tops & Blouses,Shirt,Women Vest,Tank,Tops,tank top,Women's Fashion,Fashion,strappy,V-neck,sleeveless,women top,Casual,Women",armygreen,M,50,Standard Shipping,2,0,42,50,1.0,Quantité limitée !,CN,shishishi,shishishi,"81% Positive Feedback (5,934 ratings)",5934,3.849511290866195,5829d1ca96db262f04db2063,0,,summer,2020-08,771
9.0,9,EUR,1000,0,4.0,216,0,0,0,0,"Summer,midsleevebeachblouse,summerswimsuit,womensummerswimwear,crochet,Cover,womenbeachblouse,Swimsuit,Bikini,beachblouse,Swimwear,bikinibeachcoverup,Women,women fashion dress,women bathing suit,budsilkblouse,Suits,Women's Fashion,Lace",,M,5,Livraison standard,3,0,60,50,,,US,coaluss,coaluss,"90 % avis positifs (4,298 notes)",4298,4.22940902745463,5a0fe8770a332a615df86c5e,0,,summer,2020-08,721
2.89,7,EUR,50,0,5.0,1,0,0,0,0,"Mini,womens dresses,Summer,Patchwork,Dress,Mini dress,Women's Fashion,Women S Clothing,backless,party,summer dresses,sleeveless,sexy,Casual",green,XXS,1,Livraison standard,1,0,37,50,,,CN,Meifeng Bras,meifengbras,79 % avis positifs (30 notes),30,3.733333333333333,5e535f1b397cba44cf1118d8,0,,summer,2020-08,76
9.0,26,EUR,20000,0,4.0,1193,0,0,0,0,"runningpant,Leggings,Shorts,Yoga,skinny pants,Short pants,Running,yoga leggings,yogashort,Women's Fashion,short leggings,Soft and comfortable,fitness leggings,Fashion,Women",navyblue,S,50,Livraison standard,3,0,43,50,,,CN,Cuiior,cuiior,"82 % avis positifs (22,711 notes)",22711,3.8720443837787855,55cc4e1d845591103477a561,0,,summer,2020-08,14
6.0,145,EUR,100,1,4.0,52,0,0,0,0,"swimmingbottom,Summer,Underwear,Fashion,SwimwearWomen,bikini set,Women's Fashion,swimsuits for women,Swimsuit,Casual,high waist,Bikini,beacwear,Suits,Women,Swimming,Bikinis For Women,Waist",green,XS,49,Livraison standard,2,0,49,50,,,CN,jiutunhecimu,jiutunhecimu,"(2,602 notes)",2602,4.159492697924674,58171618bfa9fd1994661235,0,,summer,2020-08,1255
12.0,17,EUR,1000,0,4.0,230,0,0,0,0,"Summer,Shorts,Shirt,Man t-shirts,slim,casualmensshirt,T Shirts,Men's Fashion,Men's Shirt,Men Tops,Short Sleeve T-Shirt,Beach,Casual,Cotton",pink,M,50,Livraison standard,3,0,34,50,,,CN,fjrwzy,fjrwzy98ed40443cba11e8bd5f021e0c8040cc,"89 % avis positifs (1,837 notes)",1837,4.160587915078933,5accadccc98949438a3729a2,0,,summer,2020-08,480
12.0,11,EUR,100,1,4.0,40,0,0,0,0,"wavepointdre,Fashion,long dress,Beach,Dress,summer dress,beach dress,boho,Party Dress,boho dress,printed,Women's Fashion",black,4XL,50,Livraison standard,3,0,38,50,,,CN,bazaretsaintfrusquin,bazaretsaintfrusquinc81f273ad6c611e5aa81062170e5f359,"(7,936 notes)",7936,3.9645917338709684,56c6a33fabb774437118cd63,0,,summer,2020-08,896
8.0,7,EUR,1000,0,4.0,141,0,0,0,0,"blouse,Summer,Vest,Plus Size,Tank,Necks,Shirt,Tops,Women's Fashion,tank top,boho,Fashion,printed,sleeveless,bohemian,Casual,Women",pink,S,50,Livraison standard,3,0,24,50,1.0,Quantité limitée !,CN,hzruanyf,hzruanyf,"(3,771 notes)",3771,3.881463802704853,5bd29797d32ed5241007af46,0,,summer,2020-08,897
11.0,24,EUR,1000,0,4.0,154,0,0,0,0,"Mini,Tassels,Plus Size,Lace,Summer,Dress,summer dress,short dress,Women's Fashion,Shorts,Lace Dress,sexy,sleeveless,white,Beach,Casual,Women",white,L,50,Livraison standard,3,0,42,50,1.0,Quantité limitée !,CN,Youth Forever,youthforever,"90 % avis positifs (47,639 notes)",47639,4.2134385692394885,58cf8bc8375c92523736b540,0,,summer,2020-08,855
23.0,118,EUR,100,0,4.0,118,0,0,0,0,"Summer,sleeveless,Plus Size,chiffon,chiffon dress,Beach,Dress,summer dress,spaghettistrapdre,long dress,beach dress,Sleeveless dress,Spaghetti,Sexy Dress,Women's Fashion,sexy,Women,Fashion,Casual,Women Fashion,casual dress",orange,M,50,Livraison standard,6,0,54,50,,,CN,qinjingjing2018,qinjingjing2018,"86 % avis positifs (8,117 notes)",8117,4.064925465073303,5ad4325e9bda4e08bf7fd188,0,,summer,2020-08,1417
11.0,10,EUR,100,0,5.0,3,0,0,0,0,"Summer,children39stoy,Outdoor,summerswimming,swimmingpoolspraypad,Children's Toys,Inflatable,summertool,water,Sprays,Toy,inflatablepool,pool,Cushions,Tub,Sport & Outdoor,outdoorpool,swimming pool supplies,kids",blue,30 cm,3,Livraison standard,2,0,42,50,,,CN,happiness maker czycl,happinessmakerczycl,90 % avis positifs (299 notes),299,4.247491638795987,5d58d3b433f0b4349bbe941f,0,,summer,2020-08,1113
2.72,17,EUR,1000,1,4.0,116,0,0,0,0,"Summer,Fashion,Tops,tank top,Casual,Women's Fashion,Design,sexy,solid color,sleeveless,Women,tops for women,Women Fashion,Cotton",navyblue,XS,3,Livraison standard,1,0,43,50,,,CN,spearnaily,spearnaily,"89 % avis positifs (37,375 notes)",37375,4.179424749163879,576b9101ac55bd7f2108992b,0,,summer,2020-08,456
8.0,7,EUR,5000,0,5.0,719,0,0,0,0,"blouse,Summer,Plus Size,Lace,Women Blouse,lace top,Tops,topsamptshirt,Ladies,T Shirts,solid color,Women's Fashion,Fashion,sexy lace,Women,Summer Fashion,sexy,women top,slim,Casual,Slim Fit",white,S,1,Livraison standard,2,0,43,50,1.0,Quantité limitée !,CN,makingsuper,makingsuper,"85 % avis positifs (15,348 notes)",15348,4.013812874641647,57fde031235aaa1926afe803,0,,summer,2020-08,432
12.0,13,EUR,1000,0,5.0,215,0,0,0,0,"Summer,sleeveless,Plus Size,Waist,Shorts,Dress,Slim Fit,short dress,camouflage,Mini dress,Fashion,Women's Fashion,Sleeveless dress,t,women dress,Party Dresses,Women,slim,Bodycon Dress,Women Fashion,casual dress",pink,S,50,Livraison standard,3,0,40,50,,,CN,mohuya,mohuya,"87 % avis positifs (15,076 notes)",15076,4.084969487927832,59c8a909ae228e37ae159559,0,,summer,2020-08,1184
9.0,8,EUR,5000,1,4.0,501,0,0,0,0,"cute,Shorts,Shirt,letter print,Summer,graphic tee,funnytee,Tops,short sleeves,Funny,T Shirts,Fashion,teesamptshirt,Women,Sleeve,Print,Casual Tops,o-neck,Women's Fashion,summer tops,Necks",white,M,50,Livraison standard,3,0,43,50,1.0,Quantité limitée !,CN,Sonick,sonick,"88 % avis positifs (11,505 notes)",11505,4.136723163841808,565c13ad389b9b2df29caa32,0,,summer,2020-08,193
2.65,3,EUR,100,0,5.0,33,1,0,1,0,"kerchief,Flowers,Waist,handkerchief,gradualchange,Hip Hop,Fashion Accessories,Printing,printed,squarescarf,Cotton,Fashion,scarf,bandanna",,2,50,Livraison standard,1,0,14,50,,,CN,LFZNB,lfznb,84 % avis positifs (900 notes),900,3.9877777777777776,5d4e5b8415275446cdad4fbb,0,,summer,2020-08,1535
5.0,10,EUR,100,0,4.0,12,0,0,0,0,"Summer,Leggings,Fashion,high waist,pants,slim,Women's Fashion,trousers,Green,Army,Women",wine,XXS,1,Livraison standard,2,0,40,50,,,CN,papastees,papastees,"89 % avis positifs (4,150 notes)",4150,4.252289156626507,56a9df1b3a698c526f769805,0,,summer,2020-08,681
8.0,59,EUR,100,1,4.0,114,0,0,0,0,"mensummertshirt,Summer,Fashion,Shirt,Rose,punk,mensfitnessshirt,Round neck,T Shirts,Funny T Shirt,Music,punktshirt,Spike,Necks",yellow,XXS,40,Livraison standard,3,0,18,50,1.0,Quantité limitée !,US,KINNLTY,kinnlty,(231 notes),231,3.7662337662337664,5e693079c6a6e679c0bf4613,0,,summer,2020-08,1441
5.77,5,EUR,100,1,4.0,4,0,0,0,0,"blouse,Summer,Vest,Plus Size,Tank,Lace,Women Skirts,Shirt,Dress,Plus size top,Tops,lace blouse,Women's Fashion,Fashion,sleeveless,blousesampshirt,sexy,Women,Casual,Cotton",armygreen,S,45,Livraison standard,1,0,31,50,1.0,Quantité limitée !,CN,hufscfshkuhjdfs,hufscfshkuhjdfs,"(8,996 notes)",8996,3.915740329035127,5b348167af6b3122dba38825,0,,summer,2020-08,1004
8.0,8,EUR,10000,1,4.0,1612,0,0,0,0,"sleeve v-neck,Fashion,Cotton T Shirt,Summer,short sleeves,V-neck,Women's Fashion,printed,Casual T-Shirt,summer tops,Shirt,Deep V-Neck,Shorts,basictee,moonphase,Sleeve,shortsleevetop,Tops,Ladies Top,T Shirts,Moon,Casual,Ladies",black,S,50,Livraison standard,3,0,42,50,1.0,Quantité limitée !,CN,spy89ping@163.com,spy89ping163com,"84 % avis positifs (35,262 notes)",35262,3.9394815949180417,58d109c5e3830f6bcb47e35d,0,,summer,2020-08,750
6.0,6,EUR,100,0,4.0,18,0,0,0,0,"Summer,Plus Size,Tank,Dresses,Dress,Loose,Mini dress,Women's Fashion,Sleeveless dress,off shoulder,printed,summer dress,sleeveless,women dress,Casual,Women",black & yellow,XS,3,Livraison standard,2,0,23,50,,,CN,liuzongbin369,liuzongbin369,75 % avis positifs (116 notes),116,3.7758620689655173,5eba4de229e78603182870c3,0,,summer,2020-08,749
7.0,6,EUR,5000,0,5.0,996,1,0,1,0,"Women's Fashion,Tanktops for women,Fashion,Cotton Shirt,summer tank top,letter print,Summer,summer shirt,Tops,gothicshirt,tank top,Print,Sleeveless Shirt,sleeveless,blousesampshirt,Tank,moonshirt,Casual,Shirt",grey,XS,8,Livraison standard,2,0,41,50,,,CN,longfeifengwu,龙飞凤舞,"85 % avis positifs (130,598 notes)",130598,3.946790915634237,5667f9745eec70268023940b,0,,summer,2020-08,775
6.0,6,EUR,100,1,3.0,8,0,0,0,0,"Summer,Fashion,Necks,Printed Tee,Funny,printed shirts,summer t-shirts,T Shirts,Casual,Round neck,Women's Fashion,women shirt,printed,loose t-shirt,Women,Tops,Cotton",pink,S,50,Livraison standard,2,0,41,50,,,CN,paoyeye,paoyeye,"(18,877 notes)",18877,4.079885575038406,58fdedf645f9b210f58c00cc,0,,summer,2020-08,327
14.0,92,EUR,100,0,4.0,25,0,0,0,0,"Fashion,long dress,plus size dress,Dress,short sleeves,Women's Fashion,Party Dress,polka dot dress,pocketdres,women dress,maxi dress,shirtdressforwomen,Women,party,34sleevedres,Necks,Sleeve,stripedres,polka dot,Polkas,Shorts,longshirtdres,Holiday,Beach",red,M,50,Livraison standard,4,0,40,50,,,CN,iwannachange,iwannachange,"89 % avis positifs (7,328 notes)",7328,4.227620087336245,5953816a9579d81e5edcc3d7,0,,summer,2020-08,1544
8.0,84,EUR,20000,0,4.0,8960,0,0,0,0,"Fashion,Triangles,Swimming,sexy bikini,beach wear,Swimsuit,Swimwear,Bikini,bandage bikini,women bathing suit,Push up bikini,Women's Fashion,bandage monokini",,S,50,Livraison standard,3,0,125,50,1.0,Quantité limitée !,CN,shaoling01yang,shaoling01yang,"90 % avis positifs (48,654 notes)",48654,4.204916348090599,58183b4ea642e03dc54eda6e,0,,summer,2020-08,1524
8.0,59,EUR,100,0,4.0,45,0,0,0,0,"Summer,Fashion,Mini,Spring,polka dot,summer dress,Polkas,short sleeves,Mini dress,Big size,sleeveless,Beach,Casual,Women",green,XS,5,Livraison standard,3,0,41,50,,,CN,Lzara,lzara,"82 % avis positifs (58,154 notes)",58154,3.8713588059290847,55a641ddfa6d460ba65ce3b8,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_55a641ddfa6d460ba65ce3b8.jpg,summer,2020-08,751
14.0,12,EUR,10000,0,4.0,2946,0,0,0,0,"Mini,halter dress,Necks,Cocktail dresses,Halter,Dress,Lace Dress,backless dress,Mini dress,Women's Fashion,Party Dress,prom dress,retro,Ladies,sexy,sexy lace,backless",blue,XXXXXL,36,Livraison standard,4,0,26,50,1.0,Quantité limitée !,CN,xiejiatang,xiejiatang,"82 % avis positifs (32,858 notes)",32858,3.88553776857995,57baf75f63834218e305e4f4,0,,summer,2020-08,869
16.0,14,EUR,100,1,4.0,89,0,0,0,0,"Summer,Plus Size,tiedyeprint,Dress,short sleeves,Mini dress,Ladies,Women's Fashion,Fashion,Tie Dye,Dyes,Casual,Women Fashion,shortsleevesdre,Shorts,one shoulder dress,Sleeve,summer dress,Women,Print,women dress,casual dress,Ladies Fashion,loose dress",yellow,M,50,Livraison standard,5,0,41,50,,,CN,longfeifengwu,龙飞凤舞,"85 % avis positifs (130,598 notes)",130598,3.946790915634237,5667f9745eec70268023940b,0,,summer,2020-08,644
1.72,2,EUR,100,1,4.0,30,0,0,0,0,"blouse,Summer,Plus Size,Shirt,Sleeve,Tops,Loose,short sleeves,V-neck,T Shirts,Shorts,Fashion,Ladies,Women's Fashion,Casual,Women",fluorescentgreen,XS,10,Livraison standard,1,0,48,50,,,CN,guangzhouweishiweifushiyouxiangongsi,广州唯适唯服饰有限公司,"83 % avis positifs (32,168 notes)",32168,3.8845436458592384,558c2cdc89d53c4005ea2920,0,,summer,2020-08,1195
6.0,47,EUR,1000,0,5.0,134,0,0,0,0,"Summer,Shorts,Skeleton,Casual pants,athleticshort,summer shorts,Women's Fashion,Hot pants,High Waist Pants,womenshortspant,black,printed,punk style,skeletonprinted,Women,slim,Casual,Slim Fit",multicolor,S,50,Livraison standard,2,0,43,50,,,CN,Streetstyle,streetstyle,"(25,914 notes)",25914,3.862313807208458,583512a3b63b3b249b0acc46,0,,summer,2020-08,1205
6.0,6,EUR,100,0,4.0,5,0,0,0,0,"blouse,Women Vest,Vest,summer t-shirts,Tank,Shirt,Summer,Tops,Loose,Casual,slingtop,Print,Women's Fashion,printed,Tops & T-Shirts,Plus size top,sleeveless,Tank&Sleeveless",yellow,XS,50,Livraison standard,2,0,14,50,1.0,Quantité limitée !,CN,MAzhiyong.0602WG,mazhiyong0602wg,76 % avis positifs (112 notes),112,3.625,5dc40e313710b91b0f04fcc5,0,,summer,2020-08,1294
3.65,4,EUR,20000,1,4.0,4215,0,0,0,0,"socksamptight,non-slip,noshowamplinersock,ankleinvisiblesock,thinsock,Socks,Ankle,low cut,Summer Fashion,Women's Fashion,Shoes,clothingampaccessorie,socksamphosiery,Women,Cotton",khaki,20PCS-10PAIRS,50,Livraison standard,1,0,81,50,,,CN,Plan B,planb,"89 % avis positifs (4,570 notes)",4570,4.196498905908096,57820e33ea637711873c1618,0,,summer,2020-08,443
7.0,6,EUR,5000,0,4.0,1042,0,0,0,0,"bigswing,Summer,Plus Size,Sling,long dress,Dress,Loose,V-neck,letterprinted,Women's Fashion,printed,sleeveless,offsholuder,Holiday,Beach,Casual,Women",grey,S,4,Livraison standard,2,0,46,50,,,CN,Kallyett,kallyett,"81 % avis positifs (3,460 notes)",3460,3.8708092485549135,5d49403060c79c113a908720,0,,summer,2020-08,389
12.0,67,EUR,10,0,4.0,3,0,0,0,0,"Summer,Shorts,women beachwear,women crop top,Tops,short sleeves,T Shirts,Fashion,Sport,Women,Suits,womencausaltshirt,Yoga,Women's Fashion,Casual,Sports Wear,Cotton",pink,XS,20,Livraison standard,3,0,32,50,,,CN,eirufjl,eirufjl,84 % avis positifs (238 notes),238,4.008403361344539,5d53751b40defd6833e480ad,0,,summer,2020-08,192
11.0,14,EUR,100,0,3.0,38,0,0,0,0,"Summer,beachlooseshort,elastic waist,Waist,Elastic,mensdrawstringshort,Outdoor,Shorts,casualsummersportsshort,menssolidcolorshort,men's shorts,Casual,menspocketsshort",black,M,9,Livraison standard,3,0,94,50,,,CN,roserose,roserose,"(38,985 notes)",38985,4.064229831986662,58c35950e2de036da9e2b570,0,,summer,2020-08,663
5.0,5,EUR,20000,0,4.0,7753,0,0,0,0,"Summer,clubwear,bodyconsundres,Cocktail,Dress,summer dress,bodyconwrapdres,Cocktail Dress,wrap dress,offshoulderbodycondres,bodyconsummerdres,bodyconromperjumpsuitclub,Women's Fashion",grey,S.,50,Livraison standard,2,0,32,50,,,CN,211670008@qq.com,211670008qqcom,"91 % avis positifs (43,676 notes)",43676,4.283611136550967,578866243a698c1713f2d19c,0,,summer,2020-08,1410
9.0,8,EUR,5000,0,4.0,429,0,0,0,0,"blouse,Summer,Plus Size,Shirt,Halter,Tops,Women's Fashion,Casual,T Shirts,Fashion,sleeveless,solid color,sexy,Sequin,Women Fashion,Women",red,S,50,Livraison standard,3,0,41,50,,,CN,jmm926,jmm926,"79 % avis positifs (1,029 notes)",1029,3.8211856171039846,5ad6ddb822fad74c8ed3fa3a,0,,summer,2020-08,1405
2.0,56,EUR,1000,1,4.0,41,0,0,0,0,"Women Vest,Vest,womens  tank,camisole,Women Blouse,Shirt,Plus Size,womens top,V-neck,sleevelessvest,Womens T Shirts,Women's Fashion,Fashion,Summer,printed,floral shirt,Floral,sleeveless,Women,vneckshirt",green,S,2,Livraison standard,1,0,27,50,,,CN,MC lin store,mclinstore,"82 % avis positifs (3,119 notes)",3119,3.909907021481244,57d64f7bcafd22102c3a5fc2,0,,summer,2020-08,109
5.89,5,EUR,100,1,4.0,48,0,0,0,0,"Summer,Fashion,plus size dress,Dress,slim,casual dresses,V-neck,Women's Fashion,Party Dress,Sexy Dress,Floral,Skirts,Casual,Slim Fit,Deep V-Neck,party,Plus Size,summer dress,Sleeveless dress,print dress,Ladies,women dress,shoulder dress,Clothes,Beach,sleeveless",black,XS,2,Livraison standard,1,0,30,50,1.0,Quantité limitée !,CN,yangyanyao,yangyanyao,84 % avis positifs (150 notes),150,3.993333333333333,5e535edc18034a4651aeecef,0,,summer,2020-08,1209
8.0,108,EUR,10000,0,4.0,1559,0,0,0,0,"Summer,Plus Size,ruffle,tunic top,Spaghetti Strap,tank top,Cool T-Shirts,Women's Fashion,Fashion,V-neck,Floral,tunic,Casual,blouse,Floral print,Ladies Fashion,Tops,ruffle crop top,Print,sleeveless,Ladies,tops for women,sleeveless tops",white,S,50,Livraison standard,2,0,41,50,,,CN,cxuelin99126,cxuelin99126,"90 % avis positifs (5,316 notes)",5316,4.224604966139955,5b507899ab577736508a0782,0,,summer,2020-08,745
2.89,7,EUR,50,0,5.0,1,0,0,0,0,"Mini,womens dresses,Summer,Patchwork,Dress,Mini dress,Women's Fashion,Women S Clothing,backless,party,summer dresses,sleeveless,sexy,Casual",green,XXS,1,Livraison standard,1,0,37,50,,,CN,Meifeng Bras,meifengbras,79 % avis positifs (30 notes),30,3.733333333333333,5e535f1b397cba44cf1118d8,0,,summer,2020-08,720
5.0,30,EUR,100,0,4.0,13,0,0,0,0,"Summer,Shorts,high waist shorts,Lace,Casual pants,pants,summer shorts,Slim Fit,Short pants,high waist,Women's Fashion,Plus Size,Lace Up,Women,vocation,Fashion,Casual,Waist",black,XS,50,Livraison standard,1,0,40,50,1.0,Quantité limitée !,,TopmanClothing,topmanclothing,"(16,215 notes)",16215,3.8400246685168056,52838e612dcc6469fa2d7104,0,,summer,2020-08,1225
8.0,7,EUR,1000,0,5.0,650,0,0,0,0,"Summer,Shorts,Shirt,Sleeve,pineappleshirtwomen,pineappleflowerpattern,Tops,summer t-shirts,short sleeves,Round neck,topsforwoman,Women's Fashion,Fashion,teesamptshirt,graphic tees women,Casual,T Shirts,Necks",black,S,50,Livraison standard,3,0,43,50,,,CN,lihui258,lihui258,"87 % avis positifs (28,101 notes)",28101,4.114800185046796,596636724b913a6954556581,0,,summer,2020-08,3
3.85,7,EUR,1000,1,4.0,142,0,0,0,0,"Summer,Fashion,Waist,Swing dress,long dress,Dress,Women's Fashion,V-neck,floralprinted,slingdre,backless,retro,high waist,Swing,Floral,printed,Casual,Women",green,S,1,Livraison standard,1,0,35,50,,,CN,maligoodsmart,lazzyshop,"88 % avis positifs (31,138 notes)",31138,4.117444922602608,5abb2cf26be8733b5bf6844f,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_5abb2cf26be8733b5bf6844f.jpg,summer,2020-08,395
8.0,7,EUR,100,0,3.0,29,0,0,0,0,"Summer,short sleeve dress,Mini,plus size dress,Slim Fit,slim,V Neckdress,V-neck,Mini dress,Women's Fashion,Party Dress,party,t-shirt dress,Party Dresses,Casual,casual dress,Shirt,Plus Size,summer dress,Fashion,Midi Dress,Ladies,women dress,Women,Beach,Dress",yellow,XS,5,Livraison standard,2,0,32,50,,,CN,feijituan,feijituan,89 % avis positifs (89 notes),89,4.067415730337078,5d43cb4c4c7855604ee59bbb,0,,summer,2020-08,692
9.0,9,EUR,1000,0,4.0,129,0,0,0,0,"Women Vest,Vest,Fashion,ruffle,cute,Tops,Plus size top,ruffle top,summer tops,Cotton Vest,Women's Fashion,Summer,sleeveless tops,Pretty,sleeveless,solidtop,Clothes,Spaghetti,tops for women,Women",purple,S,50,Livraison standard,3,0,43,50,,,CN,neellery,neellery9cd3a918dad411e5bd3a0274b988e369,"(16,527 notes)",16527,3.940158528468568,56cd7070df108f481ff3e00e,0,,summer,2020-08,1551
12.0,14,EUR,50,0,4.0,8,0,0,0,0,"Summer,Shorts,pants,Fitness,Short pants,runningpant,Men's Fashion,Casual,Red,Cotton",black,S,50,Livraison standard,3,0,22,50,,,CN,fengguijieshop,fengguijieshop,87 % avis positifs (52 notes),52,3.8846153846153846,5e5cb2f077179e1ac07004a2,0,,summer,2020-08,595
9.0,22,EUR,1000,1,4.0,131,0,0,0,0,"Summer,Fashion,Waist,Spaghetti,Women Set,Slim Fit,beach wear,jumpsuit,Shorts,summerset,Women's Fashion,slim,sexy,onepiece,bodyconset,sleeveless,sexy jumpsuit,Ladies,women Jumpsuit,Casual,Women",grey,S,7,Livraison standard,3,0,51,50,,,CN,huaxianglarou,huaxianglarou,"(4,516 notes)",4516,4.231842338352524,5ae93337d204cc177313f242,0,,summer,2020-08,898
11.0,49,EUR,100,0,4.0,26,0,0,0,0,"blouse,Summer,Vest,Fashion,Shirt,crossstrap,Tops,Loose,Cross,strap,Women's Fashion,solid color,sexy,Casual",winered,M,25,Livraison standard,2,0,43,50,1.0,Quantité limitée !,CN,libo peng,libopeng,"88 % avis positifs (1,160 notes)",1160,4.143965517241379,5aea8f2ccac3c5238de1a99c,0,,summer,2020-08,1456
11.0,21,EUR,1000,0,4.0,545,0,0,0,0,"bikinsuit,Fashion,Floral print,backlessswimsuit,Swimming,beach wear,Swimsuit,Halter Bikini,women swimwear,backless,Summer Fashion,monokini,Women,Women's Fashion,bikini suit,Swimwear",white,2XL,17,Standard Shipping,3,0,70,50,1.0,Quantité limitée !,CN,hoastlnen,hoastlnen,"(33,303 ratings)",33303,3.981623277182236,58d3828699637874f89eb45a,0,,summer,2020-08,1245
6.0,6,EUR,1000,1,4.0,142,0,0,0,0,"suspenders,Summer,Plus Size,Tank,Shirt,Beach,Tops,Loose,Women's Fashion,Fashion,printed,Summer Fashion,sleeveless,Cotton,blouse,Casual,Women",yellow,S,50,Livraison standard,2,0,50,50,,,CN,LALALA FASH,lalalafash,"81 % avis positifs (3,053 notes)",3053,3.8584998362266623,571b38e66c39b141b1ad43e1,0,,summer,2020-08,303
11.0,10,EUR,100,1,4.0,71,0,0,0,0,"Summer,Leggings,Fashion,high waist,pants,slim,Women's Fashion,trousers,Green,Army,Women",armygreen,4XL,50,Livraison standard,3,0,35,50,,,CN,sklioppp,sklioppp,"86 % avis positifs (2,782 notes)",2782,4.06901509705248,583da4b58108913e6c79a32e,0,,summer,2020-08,661
